item_id,clean_text,domain_group,WSCG_Nodes,WSCG_Depth,Syntactic_MDD,Syntactic_Depth,Knowledge_NER_Density,Knowledge_Zipf_Rarity,Semantic_Concreteness,adversarial_raw_count,word_count,Adversarial_Score
502,Rollerblading: A person is seen riding on roller blades looking into a trash can. People,activitynet,8,0.5,3.2667,5,0.0,3.3556,3.3954,0,17,0.37064035230089654
503,Rollerblading: A person is seen riding on roller blades looking into a trash can. People look around and watch the man skate. He,activitynet,11,0.5,2.9565,5,0.0,3.1915,3.3286,0,26,-0.1319328649129834
504,Using uneven bars: A is standing in front of a balance bar. The girl,activitynet,6,3.5,3.0,3,0.0,3.3433,2.825,0,16,0.4264818208802166
505,Gargling mouthwash: A shirtless guy enters a bathroom and yawns. The guy brushes his teeth. The guy drinks a beverage. The guy now fully clothed dances. The guy,activitynet,12,2.0,2.1786,3,0.0,3.8639,3.1536,0,33,-0.5228231449682235
506,Elliptical trainer: . An african american male wearing a blue muscle shirt and under armour sweat shorts,activitynet,9,1.5,2.25,4,11.1111,3.5417,3.5746,0,18,0.3147988837215765
507,Elliptical trainer: An african american male wearing a blue muscle shirt and under armour sweat shorts is standing on an elliptical talking. Although he,activitynet,11,1.5,4.6667,6,7.6923,3.5427,3.2871,0,26,-0.1319328649129834
508,"Elliptical trainer: Although he is the only one in the gym, there are two people standing behind him at the reception desk. After some time",activitynet,13,4.5,3.9615,5,3.5714,3.2775,2.9864,0,28,-0.24361580207162348
509,Ice fishing: A man is kneeling on a frozen lake. A video is shown of the cold waters below. A fish,activitynet,10,3.0,2.8571,3,0.0,3.2309,3.135,0,24,-0.020249927754343533
510,Playing guitarra: A young man is sitting down with a guitar in his lap preparing to play. As he,activitynet,5,0.5,3.3158,4,0.0,3.3867,2.9337,0,21,0.1472744779836166
511,"Playing guitarra: As he begins, a small rectangle appears in the upper right corner of the video and shows the strings as well as the note he is playing. The guy",activitynet,10,1.0,2.9677,5,0.0,3.2693,2.7884,0,34,-0.5786646135475435
512,High jump: People are standing in bleachers and clapping their hands. A man,activitynet,8,1.0,2.6154,4,0.0,3.15,3.3845,0,15,0.4823232894595366
513,Playing harmonica: A man walks into frame and holds up a harmonica. He then begins playing the instrument and moving his hands around. He,activitynet,10,0.5,2.6667,4,0.0,3.4117,3.05,0,27,-0.18777433349230344
514,Skiing: A man is shown riding down a snowy embankment. He is using snow skis to ski down a snow covered hill. He,activitynet,9,5.5,3.0435,4,0.0,3.6708,3.3871,0,26,-0.1319328649129834
515,Hand car wash: A large white truck with its hood open backs up. Marc man,activitynet,9,2.0,2.8667,3,5.8824,3.0455,3.7023,0,17,0.37064035230089654
516,Hand car wash: A large white truck with its hood open backs up. Marc man speaks to the camera by a vintage red car. He,activitynet,12,2.0,3.08,3,3.5714,3.0781,3.4036,0,28,-0.24361580207162348
517,Bathing dog: There's a man doing a tutorial and explaining how to use a portable shower for dogs. He,activitynet,10,1.5,2.7,8,0.0,3.442,2.8174,0,22,0.09143300940429655
518,Bathing dog: He starts by filling in the receptacle with some tap water and closing the cap back on tight. Then he,activitynet,10,3.0,3.2273,5,0.0,3.599,3.269,0,24,-0.020249927754343533
519,Hitting a pinata: The man spins the blindfolded woman around while she's holding the bat in her hand. But,activitynet,8,4.5,3.0,3,0.0,3.735,2.9937,0,22,0.09143300940429655
520,Hitting a pinata: The man spins the blindfolded woman around while she's holding the bat in her hand. But then she starts swinging the bat and the man moves out of the way. Next,activitynet,14,0.5,2.9412,4,0.0,3.5006,2.7966,0,38,-0.8020304878648232
521,Clean and jerk: A man lifts a barbell with weights from the ground up in a gym with other people nearby. The man,activitynet,10,1.0,3.3478,4,0.0,3.34,2.9262,0,25,-0.07609139633366335
522,Clean and jerk: A man lifts a barbell with weights from the ground up in a gym with other people nearby. The man lifts the barbell up above his head. The man,activitynet,13,1.0,3.1562,4,0.0,3.4,3.0669,0,35,-0.6345060821268633
523,"Making a cake: A large truck cake is shown, a smaller one next to it, and the toy truck is also there. The man",activitynet,12,3.5,3.6538,4,0.0,3.091,2.7846,0,28,-0.24361580207162348
524,Making a cake: The man is back at the large light gray counter and in a sped up motion the man is shown with various different supplies as he assembles a very large truck cake that was previously shown. When the cake,activitynet,17,10.0,4.4286,6,0.0,3.213,2.7505,0,44,-1.1370792993407435
525,Making a cake: When the cake is all done the camera pans the whole cake so the details can be seen and once again we see the smaller scale cake and the toy. A white screen,activitynet,14,4.0,3.9722,5,0.0,3.2336,2.7621,0,38,-0.8020304878648232
526,"Making a cake: A white screen appears with his logo on the left, and all of his detailed information for his shop and contact information on the right. The man and his workers",activitynet,16,5.5,3.1471,8,0.0,2.8573,2.7929,0,36,-0.6903475507061836
527,Clean and jerk: A woman is seen bending forward grabbing onto a set of weights. She,activitynet,6,1.0,2.9375,6,0.0,3.3489,2.6086,0,18,0.3147988837215765
528,Having an ice cream: A little girl is sitting in a shopping cart. She,activitynet,6,0.5,3.5714,3,0.0,3.0175,3.2815,0,16,0.4264818208802166
529,Having an ice cream: A little girl is sitting in a shopping cart. She is making faces while holding an ice cream cone. She,activitynet,11,1.0,3.125,4,0.0,3.1193,3.2391,0,27,-0.18777433349230344
530,Layup drill in basketball: A man is seen speaking to the camera while holding a basketball. The man,activitynet,9,1.0,2.8889,5,5.0,3.203,3.1517,0,20,0.20311594656293663
531,Layup drill in basketball: A man is seen speaking to the camera while holding a basketball. The man then begins performing several baskets. He,activitynet,12,3.0,2.625,5,3.7037,3.3385,3.1,0,27,-0.18777433349230344
532,Skateboarding: An introduction comes onto the screen for a video about skate boarding tricks. Several tricks,activitynet,10,4.0,3.125,4,0.0,3.6322,2.75,0,18,0.3147988837215765
533,Skateboarding: An introduction comes onto the screen for a video about skate boarding tricks. Several tricks are shown while someone narrates the tricks. A man,activitynet,14,4.0,2.76,4,0.0,3.6154,2.6715,0,28,-0.24361580207162348
534,Washing face: A rabbit is cleaning itself with its tongue. It,activitynet,7,0.5,2.9091,3,0.0,3.522,3.1555,0,13,0.5940062266181766
535,Washing face: A rabbit is cleaning itself with its tongue. It is underneath a chair. It,activitynet,9,1.0,2.6875,3,0.0,3.5486,3.0537,0,19,0.2589574151422567
536,Washing face: A rabbit is cleaning itself with its tongue. It is underneath a chair. It looks into the camera. It,activitynet,11,1.0,2.5714,3,0.0,3.4011,3.0048,0,25,-0.07609139633366335
537,Ice fishing: A couple of men are standing on an iced over lake. They,activitynet,8,0.5,3.6429,4,0.0,3.24,3.2693,0,16,0.4264818208802166
538,Ice fishing: A couple of men are standing on an iced over lake. They have made holes through the ice. They,activitynet,11,1.0,3.1905,4,0.0,3.2589,3.131,0,24,-0.020249927754343533
539,Cleaning shoes: A person is sitting down holding blue shoes. They hold a bottle wet wipes. They,activitynet,9,0.5,2.6471,4,0.0,3.2855,3.3293,0,20,0.20311594656293663
540,Cleaning shoes: A person is sitting down holding blue shoes. They hold a bottle wet wipes. They take one and start wiping the bottom of the shoe. They,activitynet,14,1.0,2.5357,5,0.0,3.35,3.1063,0,32,-0.4669816763889034
541,Sharpening knives: A man is seen stepping on a tool and spinning a blade. He,activitynet,8,0.5,2.9333,5,0.0,3.6375,3.0315,0,17,0.37064035230089654
542,Ice fishing: A boy is ice fishing on a frozen lake in the winter time. He pulls up a fish as his parents watch him pull it in. He,activitynet,13,4.0,3.2414,3,6.25,3.0914,3.4078,0,32,-0.4669816763889034
543,Javelin throw: A man runs on his tip toes setting up for the play. The athlete runs down the track holding a javelin. The athlete,activitynet,10,0.5,2.8,4,0.0,3.4893,3.1805,0,28,-0.24361580207162348
544,Running a marathon: A male racer is talking in an interview. Several runners walk by and wave. They,activitynet,8,3.0,2.8333,3,0.0,3.3833,2.9518,0,21,0.1472744779836166
545,Table soccer: Two men and two women are playing table soccer and showing the table. A man and a woman are in a living room playing table soccer. People,activitynet,21,2.0,3.0345,4,6.25,2.7971,3.4323,0,32,-0.4669816763889034
546,Powerbocking: A man is running in pogo stilts. He turns around and then walks back. He,activitynet,7,0.5,2.75,3,0.0,3.7167,3.0454,0,19,0.2589574151422567
547,Sailing: A man sits on a sail boat in the river. Another sailboat is shown being driven. Several people,activitynet,10,3.0,2.7368,3,0.0,3.362,3.22,0,22,0.09143300940429655
548,"Baking cookies: Two young girls stand in a kitchen, with one holding a bag of something and talking and the other standing on a chair. The two",activitynet,13,2.0,2.8889,6,10.0,3.1864,2.9496,0,30,-0.35529873923026334
549,Baking cookies: The two collaborate to mix the bag and some other ingredients in a large bowl. The first girl gets something from the refrigerator. The two,activitynet,13,3.5,2.3462,5,10.0,3.5045,2.8344,0,30,-0.35529873923026334
550,Baking cookies: The two collaborate to mix the bag and some other ingredients in a large bowl. The first girl gets something from the refrigerator. The two are shown mixing the bowl in turn. The two,activitynet,17,3.5,2.2857,5,10.0,3.4393,2.847,0,40,-0.9137134250234633
551,Baking cookies: The two are shown mixing the bowl in turn. The two shapes the mix from the bowl into lumps and places them on a baking sheet. The two,activitynet,16,7.0,3.1,4,9.0909,3.6254,2.896,0,33,-0.5228231449682235
552,Baking cookies: The two shapes the mix from the bowl into lumps and places them on a baking sheet. The two place the baking sheet in an oven. The two girls hug each other. The two girls,activitynet,20,3.0,2.6667,3,9.7561,3.5987,2.9713,0,41,-0.9695548936027836
553,Baking cookies: The two girls hug each other. The two girls sit in front of the oven licking their mixing spoons. The two girls,activitynet,15,3.0,2.5833,3,11.1111,3.6827,3.1139,0,27,-0.18777433349230344
554,Baking cookies: The two girls sit in front of the oven licking their mixing spoons. The two girls remove the baking sheet from the oven. The two girls,activitynet,17,3.0,2.4444,3,9.6774,3.68,3.1673,0,31,-0.4111402078095834
555,Doing karate: A teen boy talks in a public place while remember his martial arts competition. The teen boy,activitynet,10,1.0,3.2105,5,0.0,3.2092,3.0656,0,21,0.1472744779836166
556,Playing drums: A young man wearing a hat is seen playing a set of drums in front of an audience while they record him. More people,activitynet,11,0.5,3.2308,4,0.0,2.8823,3.065,0,28,-0.24361580207162348
557,Cutting the grass: Person drives the red riding lawnmower across the yard. The dogs,activitynet,7,0.5,3.2143,3,0.0,3.4811,3.5169,0,16,0.4264818208802166
558,Cutting the grass: Person drives the red riding lawnmower across the yard. The dogs run across the yard. The person,activitynet,9,0.5,2.85,3,0.0,3.31,3.4474,0,23,0.03559154082497651
559,Sharpening knives: The title is seen on a black screen and we see the tools. Instructions and demonstrations instructs us to wet the stone. We,activitynet,10,1.5,2.5,3,0.0,3.5967,2.7347,0,28,-0.24361580207162348
560,Sharpening knives: We are instructed and shown how to use the sharpening steel. We are instructed and shown how to use a bowl to sharpen a knife. We,activitynet,13,5.5,2.5,6,0.0,3.7031,2.488,0,31,-0.4111402078095834
561,Kayaking: Outside in the water a man is kayaking during on some heavy waves. People,activitynet,8,3.0,4.3333,3,0.0,3.2237,3.0767,0,17,0.37064035230089654
562,"Running a marathon: A group of people are walking outdoors, and people are preparing to run in a race. They",activitynet,8,1.0,3.5238,5,0.0,2.907,3.04,0,23,0.03559154082497651
563,Raking leaves: A man rake dead leaves in a backyard. Then,activitynet,7,0.5,2.8182,3,0.0,3.6014,3.4991,0,13,0.5940062266181766
564,"Raking leaves: A man rake dead leaves in a backyard. Then, the man put the leaves in a bags. After",activitynet,11,1.0,2.619,3,0.0,3.417,3.1579,0,24,-0.020249927754343533
565,Baking cookies: There's a tutorial on how to make shortbread cookies. The chef,activitynet,8,1.5,2.2857,6,0.0,4.1986,2.7218,0,16,0.4264818208802166
566,Baking cookies: The chef demonstrates how to mix the butter and flour in a blender to blend the dough. Then she knead the dough together to make a rectangular roll. She,activitynet,14,1.5,2.7333,5,0.0,4.0514,2.94,0,34,-0.5786646135475435
567,Baking cookies: She sprinkles some sugar on a parchment paper and rolls the dough in it and covers it before keeping it in the refrigerator. After,activitynet,16,3.0,3.2308,6,0.0,3.9073,2.9691,0,28,-0.24361580207162348
568,"Baking cookies: She sprinkles some sugar on a parchment paper and rolls the dough in it and covers it before keeping it in the refrigerator. After cooling the dough, she takes it out and cuts them into rectangular pieces. She",activitynet,22,3.0,2.9756,6,0.0,3.8306,2.9636,0,44,-1.1370792993407435
569,"Baking cookies: After cooling the dough, she takes it out and cuts them into rectangular pieces. She places the raw cookie on a cookie sheet and bakes them. When the cookies",activitynet,17,3.0,3.3438,4,0.0,3.81,2.9462,0,35,-0.6345060821268633
570,Clean and jerk: . A shirtless man wearing long pants and red shoes,activitynet,7,1.5,1.9167,4,0.0,3.2189,3.2655,0,14,0.5381647580388565
571,"Clean and jerk: The man then picks it up, squats, jumps to open his legs then quickly drops the bar and pushes the weight towards the middle of the bar and rests for a little bit. The man",activitynet,19,8.0,3.4872,5,0.0,3.2595,2.59,0,42,-1.0253963621821034
572,"Cutting the grass: A woman takes a swing chair to the side of the backyard. Then, the woman mows the grass of the backyard. After",activitynet,12,1.0,2.8077,4,0.0,3.6336,2.8165,0,29,-0.2994572706509435
573,"Cutting the grass: After, the woman takes out the container of the mower and puts the dead grass in a trash bag, then she puts back the container in the mower. A boy",activitynet,14,1.0,3.8857,4,0.0,3.5473,3.0793,0,37,-0.7461890192855034
